SampleID	PyClonePhyloCluster	PhyloCCF
CRUK0034	1	R1:1.07;R2:0.97;R3:0.97
CRUK0034	1	R1:0.84;R2:0.87;R3:0.92
CRUK0034	1	R1:0.85;R2:0.78;R3:0.97
CRUK0034	1	R1:0.9;R2:0.96;R3:1.11
CRUK0034	1	R1:1.36;R2:0.75;R3:0.92
CRUK0034	1	R1:0.82;R2:1.1;R3:0.8
CRUK0034	NA	NA
CRUK0034	1	R1:0.87;R2:0.96;R3:0.97
CRUK0034	1	R1:1.18;R2:0.96;R3:0.94
CRUK0034	1	R1:1.11;R2:0.95;R3:0.91
CRUK0034	1	R1:1.07;R2:1.11;R3:0.74
CRUK0034	1	R1:1.07;R2:0.88;R3:0.91
CRUK0034	1	R1:1.22;R2:1.05;R3:1.09
CRUK0034	1	R1:0.97;R2:0.92;R3:1.15
CRUK0034	1	R1:0.97;R2:1;R3:0.9
CRUK0034	1	R1:1.19;R2:0.98;R3:0.94
CRUK0034	1	R1:0.81;R2:0.78;R3:0.89
CRUK0034	1	R1:0.63;R2:0.95;R3:0.85
CRUK0034	1	R1:1.11;R2:1;R3:0.98
CRUK0034	NA	NA
CRUK0034	1	R1:1.52;R2:0.94;R3:0.94
CRUK0034	1	R1:0.87;R2:1.03;R3:0.9
CRUK0034	1	R1:0.84;R2:0.98;R3:0.97
CRUK0034	NA	NA
CRUK0034	1	R1:1.18;R2:0.94;R3:1.68
CRUK0034	1	R1:0.99;R2:0.93;R3:0.93
CRUK0034	1	R1:0.93;R2:1.11;R3:1.2
CRUK0034	1	R1:1.21;R2:0.96;R3:0.99
CRUK0034	1	R1:0.74;R2:0.96;R3:0.94
CRUK0034	1	R1:0.91;R2:0.93;R3:0.96
CRUK0034	1	R1:1.28;R2:0.79;R3:0.92
CRUK0034	1	R1:1;R2:0.96;R3:1.09
CRUK0034	1	R1:0.99;R2:1.24;R3:1.12
CRUK0034	1	R1:1.21;R2:0.91;R3:1.09
CRUK0034	1	R1:0.83;R2:0.83;R3:0.88
CRUK0034	1	R1:1.07;R2:0.93;R3:1.42
CRUK0034	1	R1:1.03;R2:0.88;R3:0.9
CRUK0034	1	R1:1.67;R2:0.99;R3:0.84
CRUK0034	1	R1:1.27;R2:1.02;R3:0.88
CRUK0034	1	R1:1.43;R2:0.98;R3:0.99
CRUK0034	1	R1:1.05;R2:0.58;R3:0.89
CRUK0034	1	R1:0.94;R2:0.98;R3:0.9
CRUK0034	1	R1:0.94;R2:0.99;R3:1.23
CRUK0034	1	R1:0.88;R2:0.99;R3:0.88
CRUK0034	1	R1:1.04;R2:1.21;R3:1.25
CRUK0034	1	R1:0.96;R2:0.77;R3:0.8
CRUK0034	NA	NA
CRUK0034	1	R1:0.92;R2:1.06;R3:0.99
CRUK0034	1	R1:0.95;R2:1;R3:1.68
CRUK0034	1	R1:1.41;R2:0.7;R3:1.21
CRUK0034	1	R1:1;R2:1.21;R3:0.78
CRUK0034	NA	NA
CRUK0034	1	R1:1.03;R2:1.16;R3:1.09
CRUK0034	1	R1:1.05;R2:1.48;R3:0.96
CRUK0034	1	R1:1.29;R2:0.83;R3:1.05
CRUK0034	1	R1:0.99;R2:0.8;R3:0.86
CRUK0034	1	R1:1;R2:1.08;R3:0.93
CRUK0034	1	R1:0.98;R2:0.93;R3:1.02
CRUK0034	1	R1:1.03;R2:0.48;R3:0.88
CRUK0034	1	R1:1.55;R2:0.88;R3:0.95
CRUK0034	1	R1:1;R2:1.09;R3:1.39
CRUK0034	1	R1:1.02;R2:1.68;R3:1.18
CRUK0034	1	R1:0.85;R2:0.93;R3:0.83
CRUK0034	1	R1:1;R2:1.05;R3:0.9
CRUK0034	1	R1:1.23;R2:0.94;R3:0.95
CRUK0034	1	R1:0.85;R2:0.62;R3:0.94
CRUK0034	1	R1:0.87;R2:1.02;R3:0.96
CRUK0034	1	R1:0.76;R2:0.77;R3:0.84
CRUK0034	1	R1:1.35;R2:1.43;R3:1.59
CRUK0034	1	R1:1.01;R2:0.97;R3:0.82
CRUK0034	1	R1:1.06;R2:0.86;R3:0.63
CRUK0034	1	R1:1.16;R2:1.02;R3:1.29
CRUK0034	1	R1:0.96;R2:0.93;R3:1.06
CRUK0034	1	R1:0.76;R2:1.08;R3:0.87
CRUK0034	1	R1:1.11;R2:0.81;R3:0.91
CRUK0034	1	R1:0.79;R2:0.84;R3:0.92
CRUK0034	1	R1:0.86;R2:0.75;R3:0.86
CRUK0034	1	R1:0.96;R2:1.04;R3:0.99
CRUK0034	3	R1:0.89;R2:0;R3:0.94
CRUK0034	1	R1:1.11;R2:1;R3:1.01
CRUK0034	1	R1:1.13;R2:0.81;R3:0.92
CRUK0034	1	R1:0.86;R2:1.04;R3:0.94
CRUK0034	1	R1:1.15;R2:0.81;R3:0.81
CRUK0034	NA	NA
CRUK0034	1	R1:0.9;R2:1.03;R3:1.41
CRUK0034	2	R1:1.19;R2:0.95;R3:0
CRUK0034	1	R1:1.47;R2:0.98;R3:0.92
CRUK0034	1	R1:0.87;R2:1;R3:1.05
CRUK0034	1	R1:1.03;R2:0.97;R3:1.1
CRUK0034	1	R1:0.78;R2:1.03;R3:0.97
CRUK0034	1	R1:0.85;R2:1.02;R3:0.89
CRUK0034	1	R1:0.83;R2:0.84;R3:0.84
CRUK0034	1	R1:0.97;R2:0.94;R3:1.47
CRUK0034	1	R1:0.88;R2:0.77;R3:0.99
CRUK0034	1	R1:0.95;R2:1.01;R3:0.86
CRUK0034	1	R1:0.82;R2:0.71;R3:1.46
CRUK0034	1	R1:1.1;R2:1.03;R3:1
CRUK0034	1	R1:0.91;R2:1.17;R3:0.97
CRUK0034	1	R1:0.74;R2:0.95;R3:0.97
CRUK0034	1	R1:1.06;R2:0.79;R3:0.9
CRUK0034	1	R1:1.08;R2:1.06;R3:0.99
CRUK0034	1	R1:1.08;R2:0.95;R3:0.96
CRUK0034	1	R1:0.95;R2:0.99;R3:1.07
CRUK0034	1	R1:0.74;R2:0.55;R3:1.24
CRUK0034	1	R1:1.04;R2:1;R3:0.9
CRUK0034	1	R1:0.85;R2:0.86;R3:0.98
CRUK0034	1	R1:1.07;R2:0.88;R3:0.96
CRUK0034	1	R1:1.06;R2:1.11;R3:0.98
CRUK0034	1	R1:0.8;R2:0.82;R3:1.03
CRUK0034	2	R1:0;R2:1.39;R3:0
CRUK0034	1	R1:1.01;R2:0.9;R3:1
CRUK0034	1	R1:1.25;R2:1;R3:0.79
CRUK0034	1	R1:1.06;R2:1.02;R3:1.12
CRUK0034	1	R1:0.84;R2:1.02;R3:1.08
CRUK0034	1	R1:1;R2:0.93;R3:0.83
CRUK0034	1	R1:0.86;R2:1.02;R3:1.26
CRUK0034	1	R1:1.2;R2:1.08;R3:0.8
CRUK0034	1	R1:0.89;R2:0.46;R3:0.81
CRUK0034	1	R1:0.84;R2:0.58;R3:0.78
CRUK0034	1	R1:0.97;R2:0.67;R3:1.26
CRUK0034	1	R1:0.9;R2:0.82;R3:1.04
CRUK0034	1	R1:0.99;R2:1.09;R3:1.22
CRUK0034	1	R1:1.11;R2:1.02;R3:0.86
CRUK0034	1	R1:1.27;R2:0.84;R3:0.98
CRUK0034	1	R1:1.11;R2:0.98;R3:0.83
CRUK0034	1	R1:0.83;R2:1.02;R3:0.86
CRUK0034	3	R1:1.11;R2:0;R3:1.26
CRUK0034	1	R1:0.93;R2:1.69;R3:1
CRUK0034	1	R1:0.96;R2:1.03;R3:1
CRUK0034	1	R1:1.09;R2:0.96;R3:0.81
CRUK0034	NA	NA
CRUK0034	1	R1:1.44;R2:1.17;R3:1.1
CRUK0034	1	R1:0.96;R2:0.93;R3:0.77
CRUK0034	1	R1:0.76;R2:0.18;R3:0.91
CRUK0034	1	R1:1.13;R2:0.82;R3:1.23
CRUK0034	1	R1:0.86;R2:1.04;R3:1.52
CRUK0034	1	R1:0.86;R2:0.83;R3:0.97
CRUK0034	1	R1:0.98;R2:0.96;R3:0.91
CRUK0034	1	R1:0.88;R2:0.98;R3:0.98
CRUK0034	1	R1:0.97;R2:0.96;R3:1.06
CRUK0034	1	R1:0.95;R2:0.95;R3:1.17
CRUK0034	1	R1:0.84;R2:1;R3:1.01
CRUK0034	1	R1:1.12;R2:1.05;R3:1.2
CRUK0034	1	R1:1;R2:1.05;R3:0.93
CRUK0034	1	R1:0.85;R2:1.01;R3:1.01
CRUK0034	1	R1:1.03;R2:0.99;R3:1.2
CRUK0034	1	R1:0.87;R2:0.9;R3:0.95
CRUK0034	1	R1:1.06;R2:0.97;R3:1.02
CRUK0034	NA	NA
CRUK0034	1	R1:0.49;R2:1.13;R3:1.06
CRUK0034	1	R1:1.21;R2:0.96;R3:1.15
CRUK0034	1	R1:0.74;R2:0.9;R3:1.31
CRUK0034	1	R1:1.54;R2:0.93;R3:1.31
CRUK0034	1	R1:1.01;R2:1.09;R3:0.86
CRUK0034	NA	NA
CRUK0034	1	R1:0.9;R2:0.87;R3:0.97
CRUK0034	1	R1:1.01;R2:1.48;R3:0.96
CRUK0034	1	R1:0.73;R2:0.54;R3:1.16
CRUK0034	3	R1:0.78;R2:0;R3:0.84
CRUK0034	1	R1:0.93;R2:0.89;R3:1.11
CRUK0034	1	R1:1.08;R2:0.7;R3:1.03
CRUK0034	1	R1:1.22;R2:0.89;R3:1.11
CRUK0034	1	R1:1.01;R2:0.88;R3:0.87
CRUK0034	3	R1:0.99;R2:0.03;R3:1.01
CRUK0034	1	R1:0.97;R2:0.88;R3:0.93
CRUK0034	1	R1:0.93;R2:1.4;R3:0.92
CRUK0034	1	R1:1;R2:0.92;R3:1.13
CRUK0034	1	R1:1.17;R2:0.8;R3:1.01
CRUK0034	1	R1:0.89;R2:1.07;R3:1.12
CRUK0034	1	R1:0.93;R2:0.99;R3:0.98
CRUK0034	1	R1:0.75;R2:0.96;R3:0.82
CRUK0034	1	R1:0.84;R2:1.28;R3:1.37
CRUK0034	1	R1:0.8;R2:0.89;R3:1.07
CRUK0034	1	R1:1.02;R2:1.66;R3:1.38
CRUK0034	1	R1:0.99;R2:1.07;R3:1.23
CRUK0034	1	R1:0.75;R2:0.87;R3:0.81
CRUK0034	1	R1:0.84;R2:1.02;R3:0.92
CRUK0034	3	R1:0.89;R2:0;R3:1.23
CRUK0034	3	R1:0.9;R2:0;R3:0.97
CRUK0034	2	R1:0;R2:0.85;R3:0
CRUK0034	1	R1:0.99;R2:0.99;R3:0.96
CRUK0034	1	R1:1.02;R2:1.27;R3:1.05
CRUK0034	1	R1:0.79;R2:0.9;R3:0.94
CRUK0034	1	R1:0.98;R2:0.95;R3:0.86
CRUK0034	1	R1:0.71;R2:0.83;R3:1.17
CRUK0034	1	R1:0.39;R2:0.98;R3:1.06
CRUK0034	NA	NA
CRUK0034	1	R1:0.66;R2:0.9;R3:0.86
CRUK0034	2	R1:0;R2:0.89;R3:0
CRUK0034	1	R1:0.78;R2:0.9;R3:0.85
CRUK0034	1	R1:0.93;R2:0.8;R3:1.07
CRUK0034	1	R1:0.96;R2:0.87;R3:1.05
CRUK0034	1	R1:1.2;R2:0.93;R3:1.06
CRUK0034	1	R1:1.09;R2:0.9;R3:1.05
CRUK0034	1	R1:0.98;R2:0.85;R3:0.8
CRUK0034	3	R1:1.22;R2:0;R3:1.08
CRUK0034	1	R1:1.04;R2:0.94;R3:1.24
CRUK0034	1	R1:1.08;R2:1.24;R3:1.01
CRUK0034	1	R1:1.23;R2:0.87;R3:1.21
CRUK0034	1	R1:0.66;R2:0.81;R3:0.95
CRUK0034	1	R1:0.86;R2:0.84;R3:0.77
CRUK0034	1	R1:0.98;R2:0.84;R3:0.96
CRUK0034	1	R1:0.91;R2:0.93;R3:0.99
CRUK0034	1	R1:0.84;R2:1.11;R3:1.1
CRUK0034	1	R1:0.96;R2:1.33;R3:0.9
CRUK0034	1	R1:1.15;R2:1.02;R3:1.03
CRUK0034	1	R1:0.88;R2:0.8;R3:0.82
CRUK0034	3	R1:1.02;R2:0;R3:1.02
CRUK0034	1	R1:1.03;R2:0.96;R3:0.85
CRUK0034	1	R1:0.64;R2:1.02;R3:1.16
CRUK0034	3	R1:0.88;R2:0;R3:1.12
CRUK0034	1	R1:1.12;R2:1.01;R3:1.13
CRUK0034	1	R1:1.15;R2:0.76;R3:1.1
CRUK0034	1	R1:1.29;R2:0.85;R3:0.64
CRUK0034	1	R1:0.84;R2:1.2;R3:1
CRUK0034	1	R1:0.94;R2:0.89;R3:1
CRUK0034	1	R1:0.75;R2:0.97;R3:1.12
CRUK0034	3	R1:0.84;R2:0.02;R3:0.96
CRUK0034	3	R1:0.96;R2:0;R3:1
CRUK0034	1	R1:0.9;R2:0.85;R3:1.11
CRUK0034	1	R1:0.97;R2:0.7;R3:1.17
CRUK0034	3	R1:1;R2:0;R3:1.02
CRUK0034	1	R1:1.39;R2:1;R3:0.99
CRUK0034	1	R1:0.86;R2:0.97;R3:0.86
CRUK0034	1	R1:0.98;R2:1;R3:1.1
CRUK0034	1	R1:0.97;R2:1.21;R3:0.99
CRUK0034	NA	NA
CRUK0034	1	R1:1.14;R2:1.2;R3:0.73
CRUK0034	1	R1:0.67;R2:1.27;R3:0.87
CRUK0034	1	R1:0.88;R2:1.21;R3:1.15
CRUK0034	1	R1:1.25;R2:0.82;R3:0.98
CRUK0034	1	R1:1.12;R2:0.91;R3:0.99
CRUK0034	1	R1:0.96;R2:0.99;R3:0.93
CRUK0034	1	R1:0.87;R2:0.92;R3:0.95
CRUK0034	2	R1:0;R2:1.17;R3:0
CRUK0034	1	R1:1.01;R2:1.13;R3:1.06
CRUK0034	8	R1:0;R2:1.14;R3:0.95
CRUK0034	1	R1:1.02;R2:1.13;R3:1.06
CRUK0034	1	R1:0.82;R2:0.99;R3:1.05
CRUK0034	1	R1:1.04;R2:1.18;R3:1.08
CRUK0034	1	R1:1;R2:0.49;R3:0.95
CRUK0034	1	R1:0.57;R2:1.15;R3:1.05
CRUK0034	3	R1:0.73;R2:0;R3:1.09
CRUK0034	NA	NA
CRUK0034	1	R1:0.73;R2:0.87;R3:1.09
CRUK0034	8	R1:0;R2:0.94;R3:0.99
CRUK0034	3	R1:0.75;R2:0;R3:1.06
CRUK0034	1	R1:0.77;R2:0.83;R3:1.01
CRUK0034	3	R1:0.95;R2:0;R3:1.08
CRUK0034	3	R1:1;R2:0.01;R3:0.92
CRUK0034	1	R1:0.8;R2:0.73;R3:0.97
CRUK0034	3	R1:0.86;R2:0;R3:0.92
CRUK0034	NA	NA
CRUK0034	3	R1:1;R2:0;R3:0.94
CRUK0034	3	R1:0.92;R2:0;R3:1.07
CRUK0034	NA	NA
CRUK0034	NA	NA
CRUK0034	1	R1:0.71;R2:0.92;R3:0.92
CRUK0034	2	R1:0.01;R2:1.06;R3:0
CRUK0034	6	R1:0;R2:0;R3:0.87
CRUK0034	1	R1:0.85;R2:1.01;R3:1
CRUK0034	3	R1:0.9;R2:0;R3:1.01
CRUK0034	1	R1:1.11;R2:0.85;R3:1.07
CRUK0034	1	R1:1.19;R2:0.99;R3:1
CRUK0034	1	R1:0.99;R2:0.53;R3:0.82
CRUK0034	1	R1:0.88;R2:1.11;R3:0.99
CRUK0034	3	R1:0.78;R2:0;R3:0.95
CRUK0034	3	R1:0.97;R2:0;R3:0.92
CRUK0034	1	R1:1.1;R2:0.97;R3:0.95
CRUK0034	1	R1:1.13;R2:0.95;R3:0.94
CRUK0034	1	R1:0.99;R2:0.63;R3:0.92
CRUK0034	3	R1:0.96;R2:0;R3:0.88
CRUK0034	3	R1:0.99;R2:0;R3:1.02
CRUK0034	3	R1:1.24;R2:0;R3:0.98
CRUK0034	1	R1:0.95;R2:0.72;R3:0.97
CRUK0034	1	R1:0.63;R2:1.07;R3:0.92
CRUK0034	1	R1:1.2;R2:1.08;R3:1.02
CRUK0034	1	R1:1.21;R2:1.02;R3:0.94
CRUK0034	1	R1:1.03;R2:0.8;R3:0.53
CRUK0034	1	R1:0.87;R2:0.76;R3:0.91
CRUK0034	3	R1:0.94;R2:0;R3:0.97
CRUK0034	NA	NA
CRUK0034	1	R1:0.86;R2:1.01;R3:1
CRUK0034	3	R1:0.98;R2:0;R3:0.97
CRUK0034	3	R1:0.62;R2:0;R3:1.03
CRUK0034	1	R1:1;R2:0.22;R3:0.85
CRUK0034	1	R1:0.95;R2:1.04;R3:0.95
CRUK0034	1	R1:1;R2:0.95;R3:0.99
CRUK0034	1	R1:0.99;R2:0.99;R3:0.95
CRUK0034	1	R1:0.91;R2:0.88;R3:1
CRUK0034	1	R1:1.08;R2:0.87;R3:0.86
CRUK0034	3	R1:1.03;R2:0;R3:0.95
CRUK0034	1	R1:0.93;R2:0.91;R3:1.02
CRUK0034	1	R1:0.86;R2:0.97;R3:0.99
CRUK0034	NA	NA
CRUK0034	1	R1:0.84;R2:1.01;R3:1.23
CRUK0034	1	R1:0.98;R2:1.11;R3:0.94
CRUK0034	1	R1:0.8;R2:0.89;R3:0.84
CRUK0034	1	R1:1;R2:0.8;R3:0.93
CRUK0034	1	R1:1.08;R2:0.81;R3:0.9
CRUK0034	1	R1:0.44;R2:0.31;R3:1
CRUK0034	3	R1:0.83;R2:0;R3:0.91
CRUK0034	1	R1:1.19;R2:1.03;R3:0.98
CRUK0034	1	R1:1.08;R2:0.88;R3:0.81
CRUK0034	NA	NA
CRUK0034	1	R1:0.93;R2:0.85;R3:0.87
CRUK0034	1	R1:0.86;R2:0.71;R3:0.99
CRUK0034	2	R1:0;R2:1.15;R3:0
CRUK0034	2	R1:0;R2:1.04;R3:0
CRUK0034	1	R1:1.09;R2:0.97;R3:0.91
CRUK0034	1	R1:1.1;R2:0.94;R3:0.97
CRUK0034	3	R1:0.97;R2:0;R3:0.97
CRUK0034	1	R1:0.75;R2:0.92;R3:0.88
CRUK0034	3	R1:0.91;R2:0;R3:0.92
CRUK0034	1	R1:0.33;R2:1.2;R3:0.92
CRUK0034	1	R1:0.82;R2:1.05;R3:0.88
CRUK0034	1	R1:0.62;R2:1.02;R3:1.16
CRUK0034	1	R1:0.76;R2:1.11;R3:0.88
CRUK0034	3	R1:0.96;R2:0;R3:0.89
CRUK0034	3	R1:1.03;R2:0;R3:0.85
CRUK0034	1	R1:0.86;R2:0.96;R3:0.95
CRUK0034	1	R1:1.21;R2:0.97;R3:0.94
CRUK0034	8	R1:0;R2:1.03;R3:1.1
CRUK0034	2	R1:0.85;R2:1.08;R3:0
CRUK0034	1	R1:0.75;R2:0.97;R3:0.95
CRUK0034	1	R1:0.99;R2:0.96;R3:0.95
CRUK0034	1	R1:0.72;R2:0.93;R3:0.93
CRUK0034	1	R1:0.7;R2:1.06;R3:0.85
CRUK0034	NA	NA
CRUK0034	NA	NA
CRUK0034	NA	NA
CRUK0034	NA	NA
CRUK0034	8	R1:0;R2:1.01;R3:1.1
CRUK0034	1	R1:0.92;R2:1.04;R3:0.92
CRUK0034	NA	NA
CRUK0034	2	R1:0;R2:0.91;R3:0
CRUK0034	2	R1:0;R2:1.11;R3:0
CRUK0034	2	R1:0;R2:1.06;R3:0
CRUK0034	NA	NA
CRUK0034	1	R1:0.6;R2:1.03;R3:0.8
CRUK0034	1	R1:1.25;R2:1.13;R3:0.94
CRUK0034	1	R1:0.81;R2:0.96;R3:0.78
CRUK0034	3	R1:0.87;R2:0;R3:0.9
CRUK0034	8	R1:0;R2:0.99;R3:1.08
CRUK0034	3	R1:0.67;R2:0;R3:1.01
CRUK0034	1	R1:1.3;R2:1.11;R3:0.9
CRUK0034	2	R1:0;R2:1.08;R3:0
CRUK0034	3	R1:1.09;R2:0;R3:1
CRUK0034	1	R1:1;R2:0.79;R3:1.16
CRUK0034	3	R1:1.2;R2:0;R3:0.88
CRUK0034	NA	NA
CRUK0034	3	R1:0.96;R2:0;R3:1.09
CRUK0034	1	R1:0.71;R2:1.03;R3:1.17
CRUK0034	2	R1:0;R2:0.98;R3:0
CRUK0034	1	R1:0.92;R2:1.1;R3:0.81
CRUK0034	1	R1:1.26;R2:0.88;R3:0.88
CRUK0034	7	R1:0.73;R2:0;R3:0
CRUK0034	1	R1:1.1;R2:1.05;R3:0.87
CRUK0034	3	R1:0.73;R2:0;R3:0.78
CRUK0034	2	R1:0;R2:0.99;R3:0
CRUK0034	1	R1:1.11;R2:0.94;R3:0.86
CRUK0034	3	R1:0.94;R2:0;R3:1.18
CRUK0034	1	R1:0.88;R2:1.01;R3:0.86
CRUK0034	6	R1:0;R2:0;R3:0.71
CRUK0034	1	R1:1.4;R2:0.86;R3:1.03
CRUK0034	2	R1:0;R2:0.94;R3:0
CRUK0034	10	R1:0.46;R2:0.41;R3:0.46
CRUK0034	1	R1:1.01;R2:1.13;R3:0.85
CRUK0034	3	R1:1.17;R2:0;R3:0.92
CRUK0034	1	R1:1.04;R2:0.96;R3:1.01
CRUK0034	1	R1:0.87;R2:1.13;R3:0.84
CRUK0034	1	R1:1.03;R2:0.98;R3:0.77
CRUK0034	3	R1:1.16;R2:0.01;R3:0.92
CRUK0034	1	R1:0.55;R2:0.6;R3:0.92
CRUK0034	1	R1:0.71;R2:0.77;R3:0.76
CRUK0034	1	R1:1.26;R2:1.03;R3:1.11
CRUK0034	NA	NA
CRUK0034	1	R1:1;R2:1.32;R3:0.84
CRUK0034	1	R1:1.17;R2:1.02;R3:0.74
CRUK0034	6	R1:0;R2:0;R3:0.79
CRUK0034	NA	NA
CRUK0034	1	R1:0.57;R2:0.96;R3:0.94
CRUK0034	1	R1:0.79;R2:0.88;R3:0.95
CRUK0034	6	R1:0;R2:0;R3:1.02
CRUK0034	1	R1:1.12;R2:1;R3:1.05
CRUK0034	1	R1:1.03;R2:0.97;R3:0.89
CRUK0034	2	R1:1.33;R2:1;R3:0
CRUK0034	6	R1:0;R2:0;R3:0.64
CRUK0034	2	R1:0.03;R2:1.14;R3:0
CRUK0034	2	R1:0;R2:0.77;R3:0
CRUK0034	1	R1:0.98;R2:0.56;R3:0.9
CRUK0034	1	R1:1.06;R2:0.98;R3:0.82
CRUK0034	2	R1:0;R2:0.96;R3:0
CRUK0034	2	R1:0;R2:0.97;R3:0
CRUK0034	2	R1:0;R2:0.93;R3:0
CRUK0034	2	R1:0;R2:0.97;R3:0
CRUK0034	NA	NA
CRUK0034	1	R1:0.9;R2:1.2;R3:0.87
CRUK0034	NA	NA
CRUK0034	7	R1:1.28;R2:0;R3:0
CRUK0034	NA	NA
CRUK0034	3	R1:1.06;R2:0;R3:1.29
CRUK0034	2	R1:0;R2:1.09;R3:0
CRUK0034	8	R1:0;R2:0.71;R3:0.65
CRUK0034	6	R1:0.16;R2:0;R3:0.7
CRUK0034	2	R1:0;R2:1.12;R3:0.03
CRUK0034	2	R1:0;R2:0.85;R3:0
CRUK0034	2	R1:0;R2:1;R3:0
CRUK0034	NA	NA
CRUK0034	3	R1:0.87;R2:0;R3:0.77
CRUK0034	2	R1:0;R2:0.98;R3:0
CRUK0034	3	R1:0.94;R2:0;R3:1.06
CRUK0034	3	R1:0.64;R2:0;R3:0.95
CRUK0034	6	R1:0;R2:0;R3:0.81
CRUK0034	2	R1:0;R2:1.14;R3:0
CRUK0034	1	R1:0.85;R2:0.82;R3:0.92
CRUK0034	2	R1:0;R2:1.11;R3:0
CRUK0034	1	R1:0.94;R2:0.97;R3:0.94
CRUK0034	2	R1:0;R2:1.03;R3:0
CRUK0034	2	R1:0;R2:0.97;R3:0
CRUK0034	8	R1:0.03;R2:0.79;R3:1.21
CRUK0034	1	R1:0.65;R2:0.74;R3:0.84
CRUK0034	1	R1:0.55;R2:0.74;R3:0.79
CRUK0034	3	R1:1.08;R2:0;R3:0.78
CRUK0034	1	R1:1.02;R2:1.1;R3:0.77
CRUK0034	1	R1:1.01;R2:0.76;R3:0.9
CRUK0034	1	R1:1.1;R2:0.85;R3:0.9
CRUK0034	3	R1:1.16;R2:0;R3:1.25
CRUK0034	9	R1:1.07;R2:0;R3:0.25
CRUK0034	2	R1:0;R2:0.77;R3:0
CRUK0034	1	R1:0.82;R2:0.68;R3:0.96
CRUK0034	3	R1:1.03;R2:0;R3:0.98
CRUK0034	1	R1:1.12;R2:0.8;R3:0.9
CRUK0034	3	R1:1.03;R2:0;R3:0.73
CRUK0034	2	R1:0;R2:0.81;R3:0
CRUK0034	7	R1:1.05;R2:0;R3:0
CRUK0034	NA	NA
CRUK0034	3	R1:0.8;R2:0;R3:1.34
CRUK0034	1	R1:0.75;R2:0.9;R3:0.92
CRUK0034	2	R1:0;R2:1.11;R3:0
CRUK0034	6	R1:0;R2:0;R3:0.74
CRUK0034	NA	NA
CRUK0034	6	R1:0.01;R2:0;R3:0.98
CRUK0034	2	R1:0;R2:0.99;R3:0
CRUK0034	NA	NA
CRUK0034	1	R1:0.6;R2:1.04;R3:1.39
CRUK0034	3	R1:1.04;R2:0;R3:0.73
CRUK0034	3	R1:1.03;R2:0;R3:0.72
CRUK0034	2	R1:0;R2:0.82;R3:0
CRUK0034	NA	NA
CRUK0034	2	R1:0;R2:1.05;R3:0
CRUK0034	6	R1:0.08;R2:0;R3:1.29
CRUK0034	3	R1:1;R2:0;R3:1.12
CRUK0034	4	R1:0;R2:0.66;R3:0
CRUK0034	1	R1:0.81;R2:0.72;R3:0.66
CRUK0034	3	R1:0.7;R2:0;R3:0.79
CRUK0034	2	R1:0;R2:0.94;R3:0
CRUK0034	3	R1:1.21;R2:0;R3:0.87
CRUK0034	4	R1:0;R2:0.71;R3:0
CRUK0034	3	R1:1.07;R2:0;R3:0.71
CRUK0034	3	R1:0.62;R2:0;R3:0.81
CRUK0034	3	R1:1.06;R2:0;R3:0.66
CRUK0034	4	R1:0;R2:0.7;R3:0
CRUK0034	3	R1:1.06;R2:0.1;R3:0.74
CRUK0034	2	R1:0;R2:1.15;R3:0
CRUK0034	7	R1:1.06;R2:0;R3:0.01
CRUK0034	3	R1:1.09;R2:0;R3:0.9
CRUK0034	2	R1:0;R2:1.12;R3:0
CRUK0034	2	R1:0;R2:1.1;R3:0
CRUK0034	2	R1:0;R2:1.01;R3:0
CRUK0034	3	R1:0.93;R2:0;R3:1.02
CRUK0034	3	R1:0.93;R2:0;R3:0.9
CRUK0034	2	R1:0;R2:1.45;R3:0
CRUK0034	5	R1:0.01;R2:0;R3:0.57
CRUK0034	NA	NA
CRUK0034	6	R1:0;R2:0;R3:0.76
CRUK0034	3	R1:0.77;R2:0;R3:0.87
CRUK0034	2	R1:0;R2:1.05;R3:0
CRUK0034	2	R1:0.1;R2:0.71;R3:0
CRUK0034	2	R1:0;R2:0.79;R3:0
CRUK0034	2	R1:0;R2:0.97;R3:0
CRUK0034	3	R1:1.07;R2:0;R3:1.06
CRUK0034	9	R1:0.97;R2:0;R3:0.41
CRUK0034	NA	NA
CRUK0034	4	R1:0;R2:0.44;R3:0
CRUK0034	2	R1:0;R2:1.07;R3:0
CRUK0034	4	R1:0;R2:0.61;R3:0
CRUK0034	2	R1:0;R2:1.23;R3:0
CRUK0034	NA	NA
CRUK0034	2	R1:0;R2:0.98;R3:0
CRUK0034	9	R1:0.85;R2:0;R3:0.37
CRUK0034	3	R1:0.96;R2:0;R3:1.22
CRUK0034	4	R1:0.04;R2:0.6;R3:0
CRUK0034	6	R1:0;R2:0;R3:0.75
CRUK0034	3	R1:1.26;R2:0;R3:0.58
CRUK0034	7	R1:0.9;R2:0;R3:0
CRUK0034	2	R1:0;R2:1.25;R3:0
CRUK0034	4	R1:0;R2:0.55;R3:0
CRUK0034	NA	NA
CRUK0034	4	R1:0;R2:0.53;R3:0
CRUK0034	4	R1:0;R2:0.69;R3:0.01
CRUK0034	4	R1:0;R2:0.52;R3:0
CRUK0034	8	R1:0;R2:0.97;R3:0.57
CRUK0034	4	R1:0;R2:0.53;R3:0
CRUK0034	2	R1:0;R2:0.94;R3:0
